,Unnamed: 0,index,h-index,h5-index,i10-index,i10-5-index,institution,name,url,n citations,n5 citations,field,gender,gender_prob,count_name
17934,17935,110,7,7,6,6,University of Geneva,Monika Mrazova,https://scholar.google.com//citations?user=JuhuqlQAAAAJ&hl=en,362,303,2,female,1.0,577
17935,17936,111,7,7,6,6,İzmir University of Economics,Burak Erdeniz,https://scholar.google.com//citations?user=fx0gkuYAAAAJ&hl=en,361,335,2,male,0.99,519
17936,17937,112,7,7,7,7,Warsaw School of Economics,Aleksander Śniegocki,https://scholar.google.com//citations?user=PoWxtngAAAAJ&hl=en,360,336,2,male,1.0,94
17937,17938,113,9,6,9,3,University of Colombo,Sirimal Abeyratne,https://scholar.google.com//citations?user=vm6QobYAAAAJ&hl=en,360,179,2,,,
17938,17939,114,9,7,9,3,,Gianluigi Pelloni,https://scholar.google.com//citations?user=NKF7LUMAAAAJ&hl=en,361,182,2,male,1.0,25
17939,17940,115,10,7,10,7,,Thomas Andrén,https://scholar.google.com//citations?user=YHXJqO4AAAAJ&hl=en,360,162,2,male,1.0,3753
17940,17941,116,11,10,13,10,Pakistan Institute of Development Economics,M. Ali Kemal,https://scholar.google.com//citations?user=6Ims6KkAAAAJ&hl=en,361,223,2,,,
17941,17942,117,11,10,14,11,,Maroš Servátka,https://scholar.google.com//citations?user=NBl_SC0AAAAJ&hl=en,361,302,2,male,1.0,15
17942,17943,118,10,10,10,10,"GC University, Lahore",Dr. Bilal Mehmood (Assistant Professor of Economics),https://scholar.google.com//citations?user=F76Kx9gAAAAJ&hl=en,360,360,2,male,0.99,376
17943,17944,119,10,9,12,8,,Paweł Chmieliński,https://scholar.google.com//citations?user=zcTxtAoAAAAJ&hl=en,360,216,2,male,1.0,76
17944,17945,120,8,8,8,7,,Luigi Falginella,https://scholar.google.com//citations?user=NMLQTZ4AAAAJ&hl=en,360,317,2,male,1.0,429
17945,17946,121,11,5,12,2,,Joseph Atta-Mensah,https://scholar.google.com//citations?user=sXg-TkYAAAAJ&hl=en,360,109,2,male,0.99,2213
17946,17947,122,7,7,6,6,University of North Texas,Guohua Feng,https://scholar.google.com//citations?user=17efLO4AAAAJ&hl=en,359,292,2,,,
17947,17948,123,7,5,4,1,,Эдуард Клышинский,https://scholar.google.com//citations?user=LCFX17gAAAAJ&hl=en,359,269,2,male,1.0,5
17948,17949,124,12,7,15,4,University of Erlangen,Stuart Jenks,https://scholar.google.com//citations?user=SCQsPHUAAAAJ&hl=en,359,130,2,male,0.99,759
17949,17950,125,11,9,11,8,,Stacy Sneeringer,https://scholar.google.com//citations?user=iMQOdbUAAAAJ&hl=en,359,282,2,female,0.95,799
17950,17951,126,5,3,4,2,university of naples Federico II,Massimo Marrelli,https://scholar.google.com//citations?user=0L5mlHcAAAAJ&hl=en,359,103,2,male,1.0,492
17951,17952,127,10,7,10,5,,Dr. Kanhaiya Singh,https://scholar.google.com//citations?user=VSNeLakAAAAJ&hl=en,359,196,2,male,1.0,2
17952,17953,128,9,8,9,6,,Raluca I. Iorgulescu,https://scholar.google.com//citations?user=Dtq-vpAAAAAJ&hl=en,360,201,2,female,1.0,40
17953,17954,129,9,9,9,9,,lovemore musemwa,https://scholar.google.com//citations?user=UFNIlDIAAAAJ&hl=en,359,304,2,male,1.0,2
17954,17955,130,11,5,13,1,Budapest University of Technology and Economics,Ferenc Márkus,https://scholar.google.com//citations?user=X-CG9BYAAAAJ&hl=en,358,114,2,male,1.0,27
17955,17956,131,11,9,13,9,Kansas State University,Mykel R. Taylor,https://scholar.google.com//citations?user=0hRqlBcAAAAJ&hl=en,358,253,2,male,1.0,5
17956,17957,132,10,8,10,7,Örebro University,"Magnus Lodefalk, PhD",https://scholar.google.com//citations?user=z0WQ2JcAAAAJ&hl=en,358,280,2,male,1.0,302
17957,17958,133,9,6,9,4,CERGE-EI,Sergey Slobodyan,https://scholar.google.com//citations?user=YSkFud4AAAAJ&hl=en,358,218,2,male,0.99,117
17958,17959,134,7,6,7,5,New Economic School,Grigory Kosenok,https://scholar.google.com//citations?user=Oqpmuk4AAAAJ&hl=en,357,187,2,male,1.0,2
17959,17960,135,8,7,6,5,UEP,Waldemar W. Budner,https://scholar.google.com//citations?user=oqvzalkAAAAJ&hl=en,359,210,2,male,1.0,26
17960,17961,136,10,9,10,9,London School of Economics and Political Science,Eva-Maria Bonin,https://scholar.google.com//citations?user=LKvcm30AAAAJ&hl=en,359,337,2,female,1.0,6
17961,17962,137,6,5,5,4,,Evangelos Ioannidis,https://scholar.google.com//citations?user=tczQtPIAAAAJ&hl=en,359,103,2,male,1.0,13
17962,17963,138,12,10,15,10,Steklov Mathematical Institute,Denis Osipov,https://scholar.google.com//citations?user=_rMr7HAAAAAJ&hl=en,358,233,2,male,0.93,577
17963,17964,139,7,5,6,4,Loughborough University,Keith Pond,https://scholar.google.com//citations?user=U6JbylcAAAAJ&hl=en,357,157,2,male,0.99,1417
17964,17965,140,10,10,11,10,FGV,Vladimir Ponczek,https://scholar.google.com//citations?user=4Ww8IdMAAAAJ&hl=en,357,301,2,male,1.0,299
17965,17966,141,5,3,3,3,Blekinge Institute of Technology,Philippe Rouchy,https://scholar.google.com//citations?user=3NC8YSsAAAAJ&hl=en,357,118,2,male,0.99,605
17966,17967,142,9,8,8,5,,Zimakova L. (Зимакова Лилия),https://scholar.google.com//citations?user=lKcsFNIAAAAJ&hl=en,358,302,2,,,
17967,17968,143,10,9,10,9,University of California- Davis,Athanasios Geromichalos,https://scholar.google.com//citations?user=Wlt8UYoAAAAJ&hl=en,357,295,2,male,1.0,10
17968,17969,144,6,5,4,3,Universitas Sebelas Maret,Salamah Wahyuni,https://scholar.google.com//citations?user=UmhzZKwAAAAJ&hl=en,358,277,2,female,0.5,2
17969,17970,145,8,5,6,3,London School of Economics,Lori Handrahan,https://scholar.google.com//citations?user=KsRz_J0AAAAJ&hl=en,358,190,2,female,1.0,1294
17970,17971,146,7,5,6,2,,Martin P.H. Panggabean,https://scholar.google.com//citations?user=TGMbbzAAAAAJ&hl=en,359,83,2,male,1.0,3568
17971,17972,147,3,3,3,3,Agrocampus Ouest,Sterenn Lucas,https://scholar.google.com//citations?user=DakMYBsAAAAJ&hl=en,357,306,2,female,1.0,1
17972,17973,148,11,8,12,8,Eastern Illinois University,Linda  S Ghent,https://scholar.google.com//citations?user=l3DnI9gAAAAJ&hl=en,357,165,2,female,1.0,4323
17973,17974,149,9,8,9,8,University of Rochester,Jeanine Miklos-Thal,https://scholar.google.com//citations?user=UJAN0ecAAAAJ&hl=en,356,235,2,female,1.0,152
17974,17975,150,10,5,10,2,University of Valencia,Fernando Toboso,https://scholar.google.com//citations?user=h7nr30gAAAAJ&hl=en,356,121,2,male,1.0,2012
17975,17976,151,8,7,6,4,University of Calabar,I. C. Idiong,https://scholar.google.com//citations?user=jtrSPf8AAAAJ&hl=en,356,255,2,,,
17976,17977,152,10,9,11,9,University of Zagreb,Boris Tušek,https://scholar.google.com//citations?user=cpWslKcAAAAJ&hl=en,356,276,2,male,1.0,288
17977,17978,153,10,7,11,5,Budapest University of Technology and Economics,Róbert Horváth,https://scholar.google.com//citations?user=e3EKbYwAAAAJ&hl=en,356,137,2,male,1.0,23
17978,17979,154,10,9,10,8,,Duc Hong Vo,https://scholar.google.com//citations?user=1BBsh44AAAAJ&hl=en,356,311,2,male,0.96,25
17979,17980,155,9,9,9,8,Utrecht University,dr. Joras Ferwerda,https://scholar.google.com//citations?user=Z3YQILAAAAAJ&hl=en,356,268,2,,,
17980,17981,156,9,7,9,7,Emory university,Sue Mialon,https://scholar.google.com//citations?user=btkBLCkAAAAJ&hl=en,355,203,2,female,1.0,1825
17981,17982,157,11,11,12,12,,Agnese Zauli,https://scholar.google.com//citations?user=zlNclpIAAAAJ&hl=en,355,350,2,female,1.0,33
17982,17983,158,10,9,11,7,University of Kentucky,Yuqing Zheng; 郑于青,https://scholar.google.com//citations?user=wDZoB0MAAAAJ&hl=en,355,250,2,female,0.5,2
17983,17984,159,8,7,8,5,University of Nairobi,anthony wambugu,https://scholar.google.com//citations?user=OaRZMlAAAAAJ&hl=en,357,169,2,male,1.0,3029
17984,17985,160,9,6,8,4,University of Nebraska Lincoln,Matthew J. Cushing,https://scholar.google.com//citations?user=3LOpSW0AAAAJ&hl=en,355,116,2,male,1.0,3338
17985,17986,161,10,10,10,10,UCLA,Zhipeng Liao,https://scholar.google.com//citations?user=0m4ptDgAAAAJ&hl=en,355,343,2,,,
17986,17987,162,10,9,10,8,University of Birmingham,Luca Rubini,https://scholar.google.com//citations?user=96L32cQAAAAJ&hl=en,356,279,2,male,0.99,1075
17987,17988,163,10,7,10,6,Cologne University of Applied Sciences,Frank Linde,https://scholar.google.com//citations?user=0DTYFOAAAAAJ&hl=en,353,230,2,male,1.0,1565
17988,17989,164,11,8,16,5,La Trobe University,Jan Libich,https://scholar.google.com//citations?user=fRpDhVcAAAAJ&hl=en,354,165,2,male,0.6,1663
17989,17990,165,9,9,8,7,Creighton University,Diana W. Thomas,https://scholar.google.com//citations?user=bEA8EnEAAAAJ&hl=en,354,288,2,female,0.99,2885
17990,17991,166,9,8,8,8,Toulouse School of Economics,Daniel Garrett,https://scholar.google.com//citations?user=Fo1f2fUAAAAJ&hl=en,354,294,2,male,1.0,8180
17991,17992,167,10,10,11,10,Université de Franche-Comté,Sylvain Béal,https://scholar.google.com//citations?user=Yrf4qV4AAAAJ&hl=en,354,289,2,male,1.0,316
17992,17993,168,11,9,12,9,Budapest University of Technology and Economics,Gábor Hullám,https://scholar.google.com//citations?user=7BiCc_oAAAAJ&hl=en,354,281,2,male,1.0,30
17993,17994,169,8,8,7,4,University of Trento,Roberto Gabriele,https://scholar.google.com//citations?user=D9Hp_QMAAAAJ&hl=en,354,231,2,male,1.0,1956
17994,17995,170,7,6,5,4,National University of Singapore,Roy Chen,https://scholar.google.com//citations?user=26b-KGcAAAAJ&hl=en,355,319,2,male,0.99,651
17995,17996,171,5,5,4,4,Northwestern U,Martí Mestieri,https://scholar.google.com//citations?user=jXvJF9MAAAAJ&hl=en,354,342,2,male,0.67,6
17996,17997,172,8,7,7,5,University of Toledo,Kevin J. Egan,https://scholar.google.com//citations?user=k8c8ukMAAAAJ&hl=en,354,211,2,male,1.0,5362
17997,17998,173,13,13,14,13,,Péter Lajos Sóti,https://scholar.google.com//citations?user=h9n32ZMAAAAJ&hl=en,354,340,2,,,
17998,17999,174,7,7,5,4,Federal Reserve Board,Steven Laufer,https://scholar.google.com//citations?user=_HxZpHcAAAAJ&hl=en,354,269,2,male,1.0,2600
17999,18000,175,10,8,10,6,,Ching-Hsun Huang,https://scholar.google.com//citations?user=NlcsANkAAAAJ&hl=en,354,178,2,,,
18000,18001,176,9,8,9,6,Stirling University,Kazem Oraee,https://scholar.google.com//citations?user=yU7a0FgAAAAJ&hl=en,353,265,2,male,1.0,11
18001,18002,177,11,10,12,10,,Baogui Xin,https://scholar.google.com//citations?user=NXA4OXkAAAAJ&hl=en,353,296,2,,,
18002,18003,178,8,7,7,7,University of Massachusetts Amherst,Fidan Ana Kurtulus,https://scholar.google.com//citations?user=fRL6k-MAAAAJ&hl=en,352,257,2,female,0.73,15
18003,18004,179,11,8,13,7,Budapest University of Technology and Economics,Adrienne Clement,https://scholar.google.com//citations?user=pw4beyIAAAAJ&hl=en,353,208,2,female,1.0,249
18004,18005,180,6,5,6,4,,Стражев Виктор Иванович,https://scholar.google.com//citations?user=StoPyvgAAAAJ&hl=en,353,199,2,,,
18005,18006,181,11,11,13,13,Southwest Jiaotong University,FENG MA,https://scholar.google.com//citations?user=kP0V4B8AAAAJ&hl=en,353,352,2,male,0.52,31
18006,18007,182,10,7,10,6,Warsaw School of Economics,Jakub Borowski,https://scholar.google.com//citations?user=cPZiSV4AAAAJ&hl=en,353,134,2,male,1.0,176
18007,18008,183,12,7,17,2,Universidade Federal de Minas Gerais,Hugo E. A. da Gama Cerqueira,https://scholar.google.com//citations?user=AV7A5ogAAAAJ&hl=en,352,138,2,male,1.0,836
18008,18009,184,11,7,15,5,Graz University,Karl Farmer,https://scholar.google.com//citations?user=cJjyKokAAAAJ&hl=en,353,169,2,male,1.0,700
18009,18010,185,10,7,10,4,,Egbert Jongen,https://scholar.google.com//citations?user=QHOTknUAAAAJ&hl=en,354,187,2,male,0.86,7
18010,18011,186,9,7,9,4,Australian National University,Maria Racionero,https://scholar.google.com//citations?user=2dHIM1wAAAAJ&hl=en,352,163,2,female,0.99,8402
18011,18012,187,11,11,12,11,,Anant Nyshadham,https://scholar.google.com//citations?user=iYc_gbcAAAAJ&hl=en,354,328,2,male,0.98,59
18012,18013,188,10,10,13,13,,"Toivo Tanning, MSc",https://scholar.google.com//citations?user=SaZf1f4AAAAJ&hl=en,352,348,2,,,
18013,18014,189,10,8,10,8,Banque de France,Fulvio Pegoraro,https://scholar.google.com//citations?user=XgWtwAMAAAAJ&hl=en,356,218,2,male,1.0,31
18014,18015,190,7,7,6,5,Agricultural University of Tirana,Edvin Zhllima,https://scholar.google.com//citations?user=dmKymqQAAAAJ&hl=en,352,321,2,male,1.0,23
18015,18016,191,9,8,7,6,,"Роман Корнилюк, Roman Kornyliuk",https://scholar.google.com//citations?user=ZTeHFzEAAAAJ&hl=en,355,248,2,male,1.0,449
18016,18017,192,11,10,12,11,University of Bonn,Laura Carraresi,https://scholar.google.com//citations?user=X0lc9HcAAAAJ&hl=en,352,291,2,female,1.0,7953
18017,18018,193,11,8,13,7,Bucharest University of Economic Studies,ANDREEA ZAMFIR,https://scholar.google.com//citations?user=NbtDs_4AAAAJ&hl=en,352,248,2,female,1.0,117
18018,18019,194,11,8,12,6,University of Valencia,Jose J. Sempere-Monerris,https://scholar.google.com//citations?user=smugF7kAAAAJ&hl=en,352,237,2,male,0.99,3821
18019,18020,195,8,7,7,6,,Maria Plakhotnik,https://scholar.google.com//citations?user=2MPHoYQAAAAJ&hl=en,353,284,2,female,0.99,8402
18020,18021,196,8,6,8,6,University of Lisbon,Alexandra Moura,https://scholar.google.com//citations?user=oqgW2qUAAAAJ&hl=en,352,244,2,female,1.0,1723
18021,18022,197,11,11,12,12,University of Tampere,Leena Forma,https://scholar.google.com//citations?user=d2hMr9sAAAAJ&hl=en,352,313,2,female,0.98,80
18022,18023,198,4,3,3,2,,"Щитникова Ирина Владимировна, Зорина Ирина Владимировна, Shchitnikova Irina",https://scholar.google.com//citations?user=Iub4SmcAAAAJ&hl=en,351,219,2,,,
18023,18024,199,8,6,6,5,,Сергейчик Светлана Александровна,https://scholar.google.com//citations?user=8yMKa0EAAAAJ&hl=en,352,169,2,,,
18024,18025,200,7,5,7,3,,muqtar abdi ahmed,https://scholar.google.com//citations?user=st4S4_IAAAAJ&hl=en,352,120,2,,,
18025,18026,201,11,10,13,10,,Masood Sarwar Awan,https://scholar.google.com//citations?user=aqlv-bwAAAAJ&hl=en,352,277,2,male,1.0,19
18026,18027,202,9,8,9,7,,Johan E. Eklund,https://scholar.google.com//citations?user=Y0vijyoAAAAJ&hl=en,351,270,2,male,1.0,1060
18027,18028,203,8,8,8,8,Carnegie Mellon University,Ali Shourideh,https://scholar.google.com//citations?user=bHXe1dIAAAAJ&hl=en,351,307,2,male,0.85,3351
18028,18029,204,9,9,9,9,,Resul Cesur,https://scholar.google.com//citations?user=KXMilgQAAAAJ&hl=en,351,333,2,male,0.99,68
18029,18030,205,11,5,11,2,University of Birmingham,Peter Watt,https://scholar.google.com//citations?user=rs-_ORYAAAAJ&hl=en,351,86,2,male,1.0,4373
18030,18031,206,10,9,11,9,KENYATTA UNIVERSITY,Dr. Jacob Omolo,https://scholar.google.com//citations?user=dSpgAIYAAAAJ&hl=en,351,277,2,male,1.0,1309
18031,18032,207,10,8,10,6,,Ion SMEUREANU,https://scholar.google.com//citations?user=fTdg2-QAAAAJ&hl=en,351,242,2,male,0.95,44
18032,18033,208,10,9,12,8,Budapest University of Technology and Economics,Imre Bojtár,https://scholar.google.com//citations?user=YIJDG6YAAAAJ&hl=en,351,223,2,male,0.86,7
18033,18034,209,10,8,12,8,National Research University Higher School of Economics,Vladlen Timorin,https://scholar.google.com//citations?user=JOsD_ocAAAAJ&hl=en,351,209,2,,,
18034,18035,210,9,7,8,5,Universitas Surabaya,Putu Anom Mahadwartha,https://scholar.google.com//citations?user=YiAdc2AAAAAJ&hl=en,351,217,2,male,0.67,18
18035,18036,211,10,10,10,10,Stockholm University,David Seim,https://scholar.google.com//citations?user=wX7heOsAAAAJ&hl=en,353,349,2,male,1.0,12593
18036,18037,212,8,7,8,5,,Gil Riella,https://scholar.google.com//citations?user=B0IL-SEAAAAJ&hl=en,357,275,2,male,0.95,155
18037,18038,213,8,6,7,6,Visva-Bharati,Bidhan Chandra Roy,https://scholar.google.com//citations?user=ZwMAuFkAAAAJ&hl=en,351,212,2,male,1.0,3
18038,18039,214,9,8,9,8,Cornell University,Jennifer Ifft,https://scholar.google.com//citations?user=eVh-i6kAAAAJ&hl=en,350,308,2,female,1.0,6717
18039,18040,215,9,8,8,5,,cecilia alexandri,https://scholar.google.com//citations?user=l-4-VWUAAAAJ&hl=en,351,210,2,female,0.99,1101
18040,18041,216,8,6,5,3,Università degli Studi Roma Tre,Gaetano Sabatini,https://scholar.google.com//citations?user=qS0JXx0AAAAJ&hl=en,351,267,2,male,1.0,127
18041,18042,217,11,7,12,3,Oklahoma State University,Brian D. Adam,https://scholar.google.com//citations?user=IJ_SuUkAAAAJ&hl=en,350,137,2,male,1.0,4600
18042,18043,218,11,8,11,8,,Agnès Festré,https://scholar.google.com//citations?user=L_ZiK8UAAAAJ&hl=en,349,237,2,female,0.99,137
18043,18044,219,9,8,8,7,University of Bologna,Rainer Andergassen,https://scholar.google.com//citations?user=ksuPkjgAAAAJ&hl=en,349,208,2,male,0.99,84
18044,18045,220,9,8,9,7,University of Economics in Katowice,Sebastian Twaróg,https://scholar.google.com//citations?user=rYGtEIgAAAAJ&hl=en,349,289,2,male,1.0,1459
18045,18046,221,12,9,13,8,Erasmus University Rotterdam,Karin Astrid Siegmann,https://scholar.google.com//citations?user=Wt55whEAAAAJ&hl=en,349,253,2,female,0.99,674
18046,18047,222,9,8,9,8,Universiti Sultan Zainal Abidin,Zunaidah Sulong,https://scholar.google.com//citations?user=e09w610AAAAJ&hl=en,349,306,2,,,
18047,18048,223,11,5,12,3,National Research University Higher School of Economics,Alexander Romanov,https://scholar.google.com//citations?user=GHitrXwAAAAJ&hl=en,349,91,2,male,1.0,1645
18048,18049,224,11,8,13,7,National Research University Higher School of Economics,Leonid Rybnikov,https://scholar.google.com//citations?user=_Dk5zWwAAAAJ&hl=en,349,201,2,male,0.92,13
18049,18050,225,9,4,9,2,National Research University Higher School of Economics,Svetlana Vlasenko,https://scholar.google.com//citations?user=Sid_72YAAAAJ&hl=en,349,136,2,female,1.0,196
18050,18051,226,12,7,13,7,University of Southern Denmark,Lone Grønbæk,https://scholar.google.com//citations?user=c_6eKWMAAAAJ&hl=en,349,188,2,female,0.61,157
18051,18052,227,11,11,11,11,,Tretyak Larisa,https://scholar.google.com//citations?user=7hSpAPEAAAAJ&hl=en,349,317,2,,,
18052,18053,228,10,7,12,5,Keele University,Christopher Tsoukis,https://scholar.google.com//citations?user=PL6MZosAAAAJ&hl=en,349,145,2,male,1.0,2339
18053,18054,229,10,9,10,8,,Abdul Baten A Munasib,https://scholar.google.com//citations?user=fgdbZLIAAAAJ&hl=en,349,290,2,male,1.0,430
18054,18055,230,9,7,9,6,,Andrew Carswell,https://scholar.google.com//citations?user=JeI4PzMAAAAJ&hl=en,348,245,2,male,1.0,5168
18055,18056,231,7,7,7,7,Stockholm University,Björn Tyrefors,https://scholar.google.com//citations?user=OKhHR7QAAAAJ&hl=en,348,310,2,male,1.0,194
18056,18057,232,11,10,13,12,Budapest University of Technology and Economics,Attila Géczy,https://scholar.google.com//citations?user=P8JBPaMAAAAJ&hl=en,348,323,2,male,1.0,55
18057,18058,233,11,11,16,15,SPbSU,Lachininskii Stanislav S.,https://scholar.google.com//citations?user=aZNdcwUAAAAJ&hl=en,348,341,2,,,
18058,18059,234,8,8,8,8,Bradford University,Abhijit Sharma,https://scholar.google.com//citations?user=ofVgoyQAAAAJ&hl=en,350,237,2,male,1.0,57
18059,18060,235,10,8,10,7,Budapest University of Technology and Economics,Péter Müller,https://scholar.google.com//citations?user=Q4XLMYAAAAAJ&hl=en,348,170,2,,,
18060,18061,236,8,8,7,7,,Marijana Ćurak,https://scholar.google.com//citations?user=Jok-XJoAAAAJ&hl=en,348,322,2,female,1.0,42
18061,18062,237,9,9,9,9,Peking University,Hai Feng Huang,https://scholar.google.com//citations?user=mx0c4cQAAAAJ&hl=en,349,340,2,male,0.84,45
18062,18063,238,12,8,14,7,Uppsala University,Mikael Carlsson,https://scholar.google.com//citations?user=DOOY0VIAAAAJ&hl=en,347,177,2,male,1.0,314
18063,18064,239,9,6,9,3,Budapest University of Technology and Economics,János Ginsztler,https://scholar.google.com//citations?user=9llAcFAAAAAJ&hl=en,347,181,2,male,1.0,8
18064,18065,240,7,6,7,5,London School of Economics,Vasiliki Athanasakou,https://scholar.google.com//citations?user=d6psUFoAAAAJ&hl=en,347,263,2,female,1.0,15
18065,18066,241,7,6,6,3,,andrew schenkel,https://scholar.google.com//citations?user=VXRWFBEAAAAJ&hl=en,348,165,2,male,1.0,5168
18066,18067,242,11,10,12,10,Auburn University,Alan Seals,https://scholar.google.com//citations?user=gu1Zd10AAAAJ&hl=en,348,287,2,male,1.0,2079
18067,18068,243,7,5,6,5,Winston-Salem State University,Craig Richardson,https://scholar.google.com//citations?user=gPs5rkgAAAAJ&hl=en,347,182,2,male,1.0,1816
18068,18069,244,6,6,5,4,World Bank,Gbemisola Oseni,https://scholar.google.com//citations?user=XnHNI0UAAAAJ&hl=en,347,301,2,female,0.83,6
18069,18070,245,11,11,13,13,,Beatrice D. Simo-Kengne,https://scholar.google.com//citations?user=z12ENhMAAAAJ&hl=en,346,338,2,female,1.0,281
18070,18071,246,7,7,7,7,Maastricht University,Tania Treibich,https://scholar.google.com//citations?user=17CfCzgAAAAJ&hl=en,348,342,2,female,1.0,1022
18071,18072,247,9,7,9,6,TOBB University of Economics and Technology,A. Talha Yalta,https://scholar.google.com//citations?user=JK5dDDsAAAAJ&hl=en,350,219,2,,,
18072,18073,248,9,8,8,7,Universidad Autónoma de Coahuila,Vicente German-Soto,https://scholar.google.com//citations?user=l5XM8BAAAAAJ&hl=en,347,261,2,male,1.0,267
18073,18074,249,8,7,6,6,University of Goettingen,Faisal Abbas,https://scholar.google.com//citations?user=acTm1A8AAAAJ&hl=en,347,326,2,male,0.99,257
18074,18075,250,10,10,10,10,,Muhammad Djakfar,https://scholar.google.com//citations?user=ySSQcggAAAAJ&hl=en,348,303,2,male,1.0,1033
18075,18076,251,8,8,7,7,,Мединська Тетяна (Tetyana Medynska),https://scholar.google.com//citations?user=GHD0jnAAAAAJ&hl=en,347,276,2,,,
18076,18077,252,3,3,1,1,"University of Economics, Prague",Tomas Vaclavik,https://scholar.google.com//citations?user=WNbIMrMAAAAJ&hl=en,346,285,2,male,0.99,594
18077,18078,253,9,9,8,8,,Dr. Vijay M. Kumbhar,https://scholar.google.com//citations?user=Thbkq_IAAAAJ&hl=en,347,317,2,male,0.98,319
18078,18079,254,9,8,9,7,University of Houston - Clear Lake,Jason Murasko,https://scholar.google.com//citations?user=Pa59vAQAAAAJ&hl=en,347,230,2,male,1.0,4927
18079,18080,255,8,5,5,2,,Spencer Phillips,https://scholar.google.com//citations?user=sz6vR8sAAAAJ&hl=en,347,89,2,male,0.99,334
18080,18081,256,9,7,9,5,Budapest University of Technology and Economics,Marianna Bolla,https://scholar.google.com//citations?user=fdglaaAAAAAJ&hl=en,347,214,2,female,1.0,199
18081,18082,257,9,8,8,8,,Grzegorz Leszczynski,https://scholar.google.com//citations?user=xkSpuqIAAAAJ&hl=en,346,199,2,male,0.98,56
18082,18083,258,11,5,13,2,Copenhagen Business School,Birthe Larsen,https://scholar.google.com//citations?user=tq0UTQUAAAAJ&hl=en,346,97,2,female,1.0,43
18083,18084,259,10,9,10,9,University of Alberta,Claudia M. Landeo,https://scholar.google.com//citations?user=fpjJS88AAAAJ&hl=en,346,214,2,female,1.0,3051
18084,18085,260,7,7,7,7,University of South Florida,Joshua Wilde,https://scholar.google.com//citations?user=8qn1OO4AAAAJ&hl=en,347,319,2,male,0.99,1570
18085,18086,261,9,9,7,7,Izmir University of Economics,Ebru Uzunoglu,https://scholar.google.com//citations?user=mtmE_8IAAAAJ&hl=en,347,310,2,female,1.0,351
18086,18087,262,11,2,12,0,,Alexander C. Larson,https://scholar.google.com//citations?user=f_SgyH8AAAAJ&hl=en,346,17,2,male,1.0,1645
18087,18088,263,8,7,7,6,University of Pretoria,André Jordaan,https://scholar.google.com//citations?user=IhcobdAAAAAJ&hl=en,346,231,2,male,0.99,350
18088,18089,264,10,7,10,2,Lund University,Klas Fregert,https://scholar.google.com//citations?user=ed_hsKMAAAAJ&hl=en,346,142,2,male,1.0,6
18089,18090,265,10,9,10,7,university of naples parthenope,oreste napolitano,https://scholar.google.com//citations?user=mQ4Su3MAAAAJ&hl=en,346,227,2,male,1.0,11
18090,18091,266,10,10,11,10,Vienna University of Economics and Business,Markus Lampe,https://scholar.google.com//citations?user=nibiqM8AAAAJ&hl=en,346,304,2,male,1.0,412
18091,18092,267,10,8,10,6,Gdansk University of Technology,Marcin Sikorski,https://scholar.google.com//citations?user=IjJwhg4AAAAJ&hl=en,345,218,2,male,1.0,132
18092,18093,268,13,13,16,16,TOBB University of Economics and Technology,Ibrahim Halil Giden,https://scholar.google.com//citations?user=8XPc17EAAAAJ&hl=en,345,332,2,male,0.99,1105
18093,18094,269,7,4,6,3,,Sidney L Carroll,https://scholar.google.com//citations?user=csIC0BcAAAAJ&hl=en,345,92,2,male,0.76,107
18094,18095,270,8,8,7,7,Waikato University,Gazi Hassan,https://scholar.google.com//citations?user=1pcq0cQAAAAJ&hl=en,344,304,2,male,1.0,57
18095,18096,271,3,3,3,3,Stockholm School of Economics,Siri Isaksson,https://scholar.google.com//citations?user=pagYxiQAAAAJ&hl=en,346,344,2,female,0.73,81
18096,18097,272,11,5,11,3,university of baltimore,Bansi Sawhney,https://scholar.google.com//citations?user=XEnI-0wAAAAJ&hl=en,345,127,2,male,0.75,4
18097,18098,273,10,8,10,8,Carleton University,Ana Dammert,https://scholar.google.com//citations?user=LBtx3FsAAAAJ&hl=en,345,237,2,female,0.99,3621
18098,18099,274,10,7,11,5,,Vladimir Bobrovnikov,https://scholar.google.com//citations?user=a4LS9WmPCXYC&hl=en,346,190,2,male,1.0,299
18099,18100,275,10,10,10,10,,Zeng Yu-Rong,https://scholar.google.com//citations?user=S2X-S5AAAAAJ&hl=en,344,305,2,male,0.71,7
18100,18101,276,10,7,12,5,,Jianjun Li,https://scholar.google.com//citations?user=wH7hXrcAAAAJ&hl=en,345,229,2,,,
18101,18102,277,5,5,4,4,,Owen Powell,https://scholar.google.com//citations?user=XqOGdu4AAAAJ&hl=en,344,260,2,male,0.99,240
18102,18103,278,7,7,6,6,,Odilon Camara,https://scholar.google.com//citations?user=dn97NJ4AAAAJ&hl=en,345,316,2,male,1.0,2
18103,18104,279,12,8,14,6,Universitat Politècnica de València,Dionisio Ortiz-Miranda,https://scholar.google.com//citations?user=3RGP8akAAAAJ&hl=en,344,231,2,male,1.0,12
18104,18105,280,10,9,10,8,,Bundit Laekhanukit,https://scholar.google.com//citations?user=vmemchMAAAAJ&hl=en,344,274,2,male,1.0,1
18105,18106,281,8,8,6,6,University of Palermo,Michele Battisti,https://scholar.google.com//citations?user=seqhpC8AAAAJ&hl=en,344,252,2,female,0.7,1311
