,h_index,h5_index,i10_index,i10_5_index,institution,name,url,n citations,n5 citations,field,gender,gender_prob,wiki_bool,wiki_length
20978,10,9,10,8,,Dušanka Mitrović,https://scholar.google.com//citations?user=2MZxYHoAAAAJ&hl=en,358,275,3,,,False,0.0
20979,10,8,12,7,UCL,Jose Zalabardo,https://scholar.google.com//citations?user=0Q-jOicAAAAJ&hl=en,358,217,3,,,True,287.0
20980,4,3,1,1,Pennsylvania State University,David W. Agler,https://scholar.google.com//citations?user=sBQXKN4AAAAJ&hl=en,360,64,3,,,False,0.0
20981,10,9,12,8,,Erik Curiel,https://scholar.google.com//citations?user=14ReYv8AAAAJ&hl=en,350,246,3,,,False,0.0
20982,12,11,12,12,University of Toronto,Benj Hellie,https://scholar.google.com//citations?user=IOwiGg0AAAAJ&hl=en,353,216,3,,,False,0.0
20983,7,7,7,6,Concordia University,Matthew J. Barker,https://scholar.google.com//citations?user=ayDeUtYAAAAJ&hl=en,350,242,3,,,False,0.0
20984,9,8,9,6,,Joseph Nyasani,https://scholar.google.com//citations?user=fWpI72EAAAAJ&hl=en,352,234,3,,,False,0.0
20985,8,8,8,7,,Anthony Hatzimoysis,https://scholar.google.com//citations?user=Sr6SyJQAAAAJ&hl=en,354,183,3,,,False,0.0
20986,11,9,11,8,University of Auckland,Tim Dare,https://scholar.google.com//citations?user=QhrlJesAAAAJ&hl=en,351,206,3,,,False,0.0
20987,11,9,12,9,,Leszek Koczanowicz,https://scholar.google.com//citations?user=NWL9yG4AAAAJ&hl=en,349,217,3,,,False,0.0
20988,9,8,9,7,,Pejman Rezayati Charani,https://scholar.google.com//citations?user=7kiI55YAAAAJ&hl=en,348,221,3,,,False,0.0
20989,9,9,9,9,Arizona State University,Ángel Pinillos,https://scholar.google.com//citations?user=0h7zuvkAAAAJ&hl=en,344,305,3,,,False,0.0
20990,8,6,5,4,"University of Nebraska, Lincoln",Jennifer McKitrick,https://scholar.google.com//citations?user=jEvZtpEAAAAJ&hl=en,347,203,3,,,False,0.0
20991,8,6,5,4,"University of Nebraska, Lincoln",Jennifer McKitrick,https://scholar.google.com//citations?user=jEvZtpEAAAAJ&hl=en,347,203,3,,,False,0.0
20992,11,6,12,2,Wits University,Murali Ramachandran,https://scholar.google.com//citations?user=CssHjAIAAAAJ&hl=en,347,91,3,,,False,0.0
20993,11,9,11,6,University of Pittsburgh,Douglas Patterson,https://scholar.google.com//citations?user=r5jtCi4AAAAJ&hl=en,347,172,3,,,False,0.0
20994,8,8,7,5,University College Cork,Cara Nine,https://scholar.google.com//citations?user=PPNkb0MAAAAJ&hl=en,346,263,3,,,False,0.0
20995,12,11,14,11,University of Messina,Luisa Damiano,https://scholar.google.com//citations?user=bVE_DiQAAAAJ&hl=en,346,272,3,,,False,0.0
20996,12,9,15,9,UC Merced,Jeffrey Yoshimi,https://scholar.google.com//citations?user=asi6wbsAAAAJ&hl=en,353,232,3,,,False,0.0
20997,10,10,12,11,,"Mansoor Zoveidavianpoor, PhD",https://scholar.google.com//citations?user=omgquxkAAAAJ&hl=en,349,327,3,,,False,0.0
20998,12,11,12,11,,m. mukhsin jamil,https://scholar.google.com//citations?user=H9MvJ7YAAAAJ&hl=en,343,277,3,,,False,0.0
20999,11,8,11,8,University of Lisbon,Gontier N,https://scholar.google.com//citations?user=vdWctH0AAAAJ&hl=en,342,241,3,,,False,0.0
21000,6,4,4,2,Belarusian State University,Петр Семенович Карако,https://scholar.google.com//citations?user=l4lCO-kAAAAJ&hl=en,341,182,3,,,False,0.0
21001,8,7,7,4,University of Dar es Salaam,Helen Lauer,https://scholar.google.com//citations?user=sRiDVdcAAAAJ&hl=en,342,201,3,,,False,0.0
21002,9,9,9,9,Boston College,Daniel McKaughan,https://scholar.google.com//citations?user=KeBoI5IAAAAJ&hl=en,345,283,3,,,False,0.0
21003,10,10,10,10,University of Oxford,Hannah Maslen,https://scholar.google.com//citations?user=_acMdFQAAAAJ&hl=en,340,338,3,,,False,0.0
21004,9,7,9,6,National Research University 'Higher School of Economics,Alexey Alyushin,https://scholar.google.com//citations?user=geXzcAMAAAAJ&hl=en,336,157,3,,,False,0.0
21005,9,7,9,6,National Research University 'Higher School of Economics,Alexey Alyushin,https://scholar.google.com//citations?user=geXzcAMAAAAJ&hl=en,336,157,3,,,False,0.0
21006,8,6,7,5,,PierGianLuca  Porta Mana,https://scholar.google.com//citations?user=abmhDRkAAAAJ&hl=en,335,219,3,,,False,0.0
21007,9,6,6,5,University of Oregon,Erin McKenna,https://scholar.google.com//citations?user=6oZuf3IAAAAJ&hl=en,334,179,3,,,False,0.0
21008,12,9,14,9,Michigan State University,David Godden,https://scholar.google.com//citations?user=nRHK2wcAAAAJ&hl=en,340,197,3,,,False,0.0
21009,9,9,9,9,University of Verona,margherita brondino,https://scholar.google.com//citations?user=LoDPHqoAAAAJ&hl=en,342,339,3,,,False,0.0
21010,9,8,9,7,University College Dublin,James O'Shea,https://scholar.google.com//citations?user=z_9E_FMAAAAJ&hl=en,337,250,3,,,True,1971.0
21011,9,8,9,7,University College Dublin,James O'Shea,https://scholar.google.com//citations?user=z_9E_FMAAAAJ&hl=en,337,250,3,,,True,1971.0
21012,10,9,10,9,Utrecht University,Annemarie Kalis,https://scholar.google.com//citations?user=9yUPSccAAAAJ&hl=en,334,209,3,,,False,0.0
21013,7,6,7,5,University of Sarajevo,Marina Katnić-Bakaršić,https://scholar.google.com//citations?user=SdP0l3kAAAAJ&hl=en,338,229,3,,,False,0.0
21014,10,10,11,11,University of Toronto,Nate Charlow,https://scholar.google.com//citations?user=ZuD0DT8AAAAJ&hl=en,335,289,3,,,False,0.0
21015,11,3,11,1,,Elias Capriles,https://scholar.google.com//citations?user=ByxwYVoAAAAJ&hl=en,337,54,3,,,False,0.0
21016,7,6,6,5,Gonzaga University,Brian G. Henning,https://scholar.google.com//citations?user=bdpwFHAAAAAJ&hl=en,334,269,3,,,False,0.0
21017,6,5,5,3,Morehouse College,Nathan Nobis,https://scholar.google.com//citations?user=9Eq_OIYAAAAJ&hl=en,331,194,3,,,False,0.0
21018,5,5,5,5,institute of metal research Chinese academy of sciences,YingYing Dai,https://scholar.google.com//citations?user=4sCk_rAAAAAJ&hl=en,333,323,3,,,False,0.0
21019,9,7,9,7,Copenhagen Business School,Marius Gudmand-Høyer,https://scholar.google.com//citations?user=eu7RjK8AAAAJ&hl=en,334,282,3,,,False,0.0
21020,7,4,5,2,,Professor Peter Sýkora,https://scholar.google.com//citations?user=3GKyKMwAAAAJ&hl=en,332,82,3,,,False,0.0
21021,10,8,13,7,,Ivan Kovačević,https://scholar.google.com//citations?user=QY_SthQAAAAJ&hl=en,338,242,3,,,False,0.0
21022,9,9,9,9,,Future Human Image,https://scholar.google.com//citations?user=5GBjlioAAAAJ&hl=en,332,311,3,,,False,0.0
21023,10,10,10,10,,George M. Saridis,https://scholar.google.com//citations?user=tS6I_2EAAAAJ&hl=en,335,334,3,,,False,0.0
21024,8,7,7,4,Ghent University,Rogier De Langhe,https://scholar.google.com//citations?user=y_KUQ-gAAAAJ&hl=en,331,286,3,,,,
21025,7,6,6,4,,Pavel Gregoric,https://scholar.google.com//citations?user=Peoi_MAAAAAJ&hl=en,332,251,3,,,False,0.0
21026,10,8,10,6,Fullerton,Ryan Nichols,https://scholar.google.com//citations?user=Lpdr2DcAAAAJ&hl=en,330,241,3,,,True,405.0
21027,10,10,10,10,University of Groningen,Titus Stahl,https://scholar.google.com//citations?user=sjVr3aYAAAAJ&hl=en,327,315,3,,,False,0.0
21028,11,11,12,12,,KENNEDY ONYELOWE,https://scholar.google.com//citations?user=E3zKGJwAAAAJ&hl=en,329,315,3,,,False,0.0
21029,8,8,8,8,Northwestern University,Fabrizio Cariani,https://scholar.google.com//citations?user=jtkYjWIAAAAJ&hl=en,325,295,3,,,False,0.0
21030,5,5,3,3,Universiti Teknologi Malaysia,Tan Wen Shan,https://scholar.google.com//citations?user=VFdvkH0AAAAJ&hl=en,328,327,3,,,False,0.0
21031,9,6,8,2,Catholic University of America,Timothy Noone,https://scholar.google.com//citations?user=xSOBilcAAAAJ&hl=en,330,137,3,,,False,0.0
21032,10,9,10,9,University of Dortmund,Christian Neuhäuser,https://scholar.google.com//citations?user=BCRN4ooAAAAJ&hl=en,327,293,3,,,False,0.0
21033,10,8,12,7,Acadia University,Stephen Maitzen,https://scholar.google.com//citations?user=7XY97LQAAAAJ&hl=en,325,216,3,,,False,0.0
21034,7,7,5,5,University of North Florida,Erinn Gilson,https://scholar.google.com//citations?user=eklPcPIAAAAJ&hl=en,323,305,3,,,False,0.0
21035,7,6,6,4,San Diego State University,Robert Francescotti,https://scholar.google.com//citations?user=ecjX7CUAAAAJ&hl=en,325,148,3,,,False,0.0
21036,10,9,12,8,,Martin Drlík,https://scholar.google.com//citations?user=ELNjZAMAAAAJ&hl=en,322,257,3,,,False,0.0
21037,9,9,9,9,Ohio University,Robert Eamon Briscoe,https://scholar.google.com//citations?user=HniT2T8AAAAJ&hl=en,320,273,3,,,False,0.0
21038,9,8,9,7,Hannover Medical School,Marcel Mertz,https://scholar.google.com//citations?user=uAZY9ZIAAAAJ&hl=en,321,267,3,,,False,0.0
21039,9,6,8,6,University of Oregon,Scott L. Pratt,https://scholar.google.com//citations?user=jm2l92MAAAAJ&hl=en,317,195,3,,,False,0.0
21040,8,7,7,7,Stockholm University,Greg Bognar,https://scholar.google.com//citations?user=z00X1oUAAAAJ&hl=en,317,242,3,,,False,0.0
21041,10,10,10,10,Blekinge Institute of Technology,Emil Alégroth,https://scholar.google.com//citations?user=PAdyi_8AAAAJ&hl=en,319,315,3,,,False,0.0
21042,11,7,11,7,University of Sarajevo,Asim Mujkić,https://scholar.google.com//citations?user=jZzK9XsAAAAJ&hl=en,315,223,3,,,True,4436.0
21043,9,8,8,7,Macquarie University,Mianna Lotz,https://scholar.google.com//citations?user=Sv05pCsAAAAJ&hl=en,317,237,3,,,False,0.0
21044,8,8,6,5,University of Leeds,Mikel Burley,https://scholar.google.com//citations?user=phObC4sAAAAJ&hl=en,313,251,3,,,False,0.0
21045,9,6,8,4,Bentley University,Ranjoo S. Herr,https://scholar.google.com//citations?user=XalHIiYAAAAJ&hl=en,316,176,3,,,False,0.0
21046,9,4,9,2,"California Polytechnic State University, San Luis Obispo",Laurence Houlgate,https://scholar.google.com//citations?user=ox8BclAAAAAJ&hl=en,315,62,3,,,True,4160.0
21047,8,6,8,5,,"Наталья Ладыжец, Н.С. Ладыжец, Nataliya Ladyzhets",https://scholar.google.com//citations?user=8B38RvcAAAAJ&hl=en,315,159,3,,,False,0.0
21048,11,9,11,8,,Yolande Jansen,https://scholar.google.com//citations?user=R4qT-PgAAAAJ&hl=en,314,255,3,,,False,0.0
21049,10,10,10,10,Université de Montréal,Peter Dietsch,https://scholar.google.com//citations?user=YthiLGMAAAAJ&hl=en,320,277,3,,,False,0.0
21050,8,7,6,5,,Lisa Kemmerer,https://scholar.google.com//citations?user=ynjs88QAAAAJ&hl=en,316,227,3,,,True,4257.0
21051,11,7,11,2,Hebrew University of Jerusalem,Orly Shenker,https://scholar.google.com//citations?user=d0wFDFcAAAAJ&hl=en,313,152,3,,,False,0.0
21052,7,5,6,3,"University of Nigeria, Nsukka",Innocent. C. Onyewuenyi,https://scholar.google.com//citations?user=vHs9RV8AAAAJ&hl=en,313,120,3,,,False,0.0
21053,8,7,8,7,Lawrence University,Mark Phelan,https://scholar.google.com//citations?user=e6vM7qsAAAAJ&hl=en,310,211,3,,,True,2603.0
21054,9,7,9,6,,Susan Sterrett,https://scholar.google.com//citations?user=_W0tu5QAAAAJ&hl=en,313,154,3,,,False,0.0
21055,8,5,8,2,University of Guelph,Don Dedrick,https://scholar.google.com//citations?user=G4FPnq0AAAAJ&hl=en,312,94,3,,,False,0.0
21056,10,8,12,5,National & Kapodistrian University of Athens,Aristides Hatzis,https://scholar.google.com//citations?user=X8HVZ0wAAAAJ&hl=en,312,164,3,,,False,0.0
21057,8,6,8,2,,Eugene Schlossberger,https://scholar.google.com//citations?user=y1YPm_YAAAAJ&hl=en,308,90,3,,,False,0.0
21058,9,5,9,2,Northern Arizona University,George Rudebusch,https://scholar.google.com//citations?user=5noGB00AAAAJ&hl=en,307,134,3,,,False,0.0
21059,9,7,8,5,University of Richmond,David Lefkowitz,https://scholar.google.com//citations?user=Wqf6upoAAAAJ&hl=en,308,217,3,,,True,6790.0
21060,10,10,10,10,University of Kansas,Sarah Robins,https://scholar.google.com//citations?user=n6xBm1MAAAAJ&hl=en,306,288,3,,,False,0.0
21061,8,8,8,7,University of Oxford,Owain Evans,https://scholar.google.com//citations?user=4VpTwzIAAAAJ&hl=en,308,281,3,,,False,0.0
21062,9,9,9,9,KU Leuven,Matthias Lievens,https://scholar.google.com//citations?user=HOO_7xQAAAAJ&hl=en,304,296,3,,,False,0.0
21063,9,7,9,6,University of Hong Kong,David McCarthy,https://scholar.google.com//citations?user=Lnvum6EAAAAJ&hl=en,305,164,3,,,True,709.0
21064,9,8,9,7,Dalhousie University,Andrew Fenton,https://scholar.google.com//citations?user=_mG8gZEAAAAJ&hl=en,303,201,3,,,False,0.0
21065,8,6,7,5,University of Padua,Paolo Cottone,https://scholar.google.com//citations?user=hJobcqgAAAAJ&hl=en,304,199,3,,,False,0.0
21066,10,7,11,3,UNED,J. Francisco Álvarez,https://scholar.google.com//citations?user=_n6OWgwAAAAJ&hl=en,303,146,3,,,False,0.0
21067,9,7,9,6,Keele University,Giuseppina D'Oro,https://scholar.google.com//citations?user=bj6zE_QAAAAJ&hl=en,305,173,3,,,False,0.0
21068,3,3,3,3,University of Osnabrück,Gregor M. Hörzer,https://scholar.google.com//citations?user=mI4qe2AAAAAJ&hl=en,303,278,3,,,False,0.0
21069,6,6,5,5,Aarhus University,Raffaele Rodogno,https://scholar.google.com//citations?user=OMsxgEcAAAAJ&hl=en,304,252,3,,,False,0.0
21070,9,8,8,7,University of Western Ontario,Jacqueline Sullivan,https://scholar.google.com//citations?user=1EYaffEAAAAJ&hl=en,301,257,3,,,False,0.0
21071,7,6,6,4,University of California at Berkeley,Veronique Munoz-Darde,https://scholar.google.com//citations?user=QOBtijwAAAAJ&hl=en,300,139,3,,,False,0.0
21072,9,8,9,7,University of Oldenburg,Mark Siebel,https://scholar.google.com//citations?user=EKDmDvMAAAAJ&hl=en,302,148,3,,,False,0.0
21073,7,5,6,2,,Sarah-Vaughan Brakman,https://scholar.google.com//citations?user=foviAwoAAAAJ&hl=en,301,122,3,,,False,0.0
21074,10,9,10,9,Fordham University,Nathan Ballantyne,https://scholar.google.com//citations?user=Zp6EhJcAAAAJ&hl=en,301,281,3,,,False,0.0
21075,10,6,10,4,University of Queensland,Virginia Thorley,https://scholar.google.com//citations?user=W4-TrX0AAAAJ&hl=en,300,158,3,,,False,0.0
21076,10,10,10,10,CUNY,Michael Brownstein,https://scholar.google.com//citations?user=EKAQwUUAAAAJ&hl=en,298,285,3,,,False,0.0
21077,5,5,5,5,,Vu Hoai Nam,https://scholar.google.com//citations?user=dZJmaKUAAAAJ&hl=en,298,290,3,,,False,0.0
21078,9,8,8,8,Oregon State University,Allen Thompson,https://scholar.google.com//citations?user=mDbeAWgAAAAJ&hl=en,297,252,3,,,True,576.0
21079,7,7,5,5,McGill University,Hasana Sharp,https://scholar.google.com//citations?user=0YSyJ8MAAAAJ&hl=en,297,234,3,,,False,0.0
21080,2,2,2,2,,Cassiano Terra Rodrigues,https://scholar.google.com//citations?user=gOWp6u4AAAAJ&hl=en,296,131,3,,,False,0.0
21081,9,8,9,5,Utrecht University,Daniel Cohnitz,https://scholar.google.com//citations?user=ID9rKDEAAAAJ&hl=en,297,180,3,,,False,0.0
21082,10,10,11,10,Middlebury College,Kareem Khalifa,https://scholar.google.com//citations?user=qCfnsywAAAAJ&hl=en,294,274,3,,,False,0.0
21083,10,8,11,7,Babeș-Bolyai University,Mihaela Frunza,https://scholar.google.com//citations?user=uCOozaQAAAAJ&hl=en,296,229,3,,,False,0.0
21084,9,8,9,6,Marist College,Andrei Buckareff,https://scholar.google.com//citations?user=8Id1u6QAAAAJ&hl=en,295,209,3,,,False,0.0
21085,10,10,10,10,Rutgers University New Brunswick,Martin Lin,https://scholar.google.com//citations?user=YsqWLXIAAAAJ&hl=en,291,210,3,,,False,0.0
21086,9,6,7,5,New Mexico State University,Danny Scoccia,https://scholar.google.com//citations?user=QA8vX8kAAAAJ&hl=en,296,152,3,,,False,0.0
21087,10,10,10,10,,Angela Faragasso,https://scholar.google.com//citations?user=8t1Tdn8AAAAJ&hl=en,291,291,3,,,False,0.0
21088,9,7,8,6,,Nathan Jun,https://scholar.google.com//citations?user=1L1MvusAAAAJ&hl=en,295,219,3,,,False,0.0
21089,6,4,4,2,University of Queensland,Michelle Boulous Walker,https://scholar.google.com//citations?user=nImL1ysAAAAJ&hl=en,289,129,3,,,False,0.0
21090,7,5,3,2,University of Utah,Benjamin Crowe,https://scholar.google.com//citations?user=No_Nx9EAAAAJ&hl=en,289,166,3,,,False,0.0
21091,9,9,9,9,University of Cincinnati,Peter Langland-Hassan,https://scholar.google.com//citations?user=lOgBL38AAAAJ&hl=en,290,270,3,,,False,0.0
21092,10,7,11,6,University of Toronto,Paul Gooch,https://scholar.google.com//citations?user=0qTnTQIAAAAJ&hl=en,292,118,3,,,False,0.0
21093,8,8,8,7,University of Michigan,David John Baker,https://scholar.google.com//citations?user=FnoIuh0AAAAJ&hl=en,289,219,3,,,False,0.0
21094,8,6,7,4,Södertörn University,Hans Ruin,https://scholar.google.com//citations?user=nml5u14AAAAJ&hl=en,290,157,3,,,True,1640.0
21095,9,8,8,7,Pompeu Fabra University,Jose-Luis Perez-Triviño,https://scholar.google.com//citations?user=xnb4FyoAAAAJ&hl=en,286,230,3,,,False,0.0
21096,8,7,7,5,Michigan State University,Christopher Long,https://scholar.google.com//citations?user=hZwN2WQAAAAJ&hl=en,289,182,3,,,True,856.0
21097,8,6,5,2,University of Virginia,Walter Ott,https://scholar.google.com//citations?user=_RcKDzIAAAAJ&hl=en,285,195,3,,,,
21098,5,3,4,2,,Steve Naragon,https://scholar.google.com//citations?user=y5xwXvIAAAAJ&hl=en,286,165,3,,,False,0.0
21099,6,4,4,3,University of Delaware,Mark Greene,https://scholar.google.com//citations?user=Y06CdUEAAAAJ&hl=en,286,74,3,,,True,21334.0
21100,10,5,11,1,Università degli Studi di Verona,Riccardo Pozzo,https://scholar.google.com//citations?user=wj06x2MAAAAJ&hl=en,286,115,3,,,True,7799.0
21101,9,8,9,6,John Paul II Catholic University of Lublin,Robert Trypuz,https://scholar.google.com//citations?user=IZo1GqYAAAAJ&hl=en,284,200,3,,,False,0.0
21102,8,8,6,5,San Francisco State,Abrol Fairweather,https://scholar.google.com//citations?user=IvrlqjcAAAAJ&hl=en,284,155,3,,,False,0.0
21103,8,7,8,5,,Deb J Hill,https://scholar.google.com//citations?user=sR3aHz4AAAAJ&hl=en,287,154,3,,,False,0.0
21104,8,7,7,6,university of southern california,alexis wellwood,https://scholar.google.com//citations?user=kXaP_BgAAAAJ&hl=en,286,271,3,,,False,0.0
21105,11,9,12,7,,Karen François,https://scholar.google.com//citations?user=we8uCZYAAAAJ&hl=en,287,218,3,,,False,0.0
21106,8,7,5,5,,"Антропологічні виміри філософських досліджень, ANTHROPOLOGICAL MEASUREMENTS OF PHILOSOPHICAL",https://scholar.google.com//citations?user=wuk_9FkAAAAJ&hl=en,284,283,3,,,False,0.0
21107,7,5,4,1,,Biljana Vankovska,https://scholar.google.com//citations?user=lYrvMMsAAAAJ&hl=en,283,97,3,,,False,0.0
21108,8,7,6,5,University of Texas at Dallas,Matthew J. Brown,https://scholar.google.com//citations?user=J3sy7u0AAAAJ&hl=en,284,260,3,,,False,0.0
21109,7,7,6,4,,maureen sie,https://scholar.google.com//citations?user=2AxRBa8AAAAJ&hl=en,282,197,3,,,False,0.0
21110,11,9,11,7,Deakin University,Patrick Stokes,https://scholar.google.com//citations?user=01_KN4QAAAAJ&hl=en,283,226,3,,,True,454.0
21111,8,8,8,8,University of Chicago,Malte Willer,https://scholar.google.com//citations?user=z-5ekjQAAAAJ&hl=en,283,264,3,,,False,0.0
21112,8,5,5,2,Zaragoza University,Fernando Galindo Ayuda,https://scholar.google.com//citations?user=cIc_O5YAAAAJ&hl=en,282,123,3,,,False,0.0
21113,9,8,9,5,University of Antwerp,Bert Leuridan,https://scholar.google.com//citations?user=0lG6vv0AAAAJ&hl=en,281,226,3,,,False,0.0
21114,9,8,9,7,SUNY Fredonia,Neil Feit,https://scholar.google.com//citations?user=wIdgyAoAAAAJ&hl=en,281,183,3,,,False,0.0
21115,11,8,12,4,,Peggy DesAutels,https://scholar.google.com//citations?user=iGxOVfcAAAAJ&hl=en,282,129,3,,,True,5167.0
21116,7,6,6,5,University Pompeu Fabra,Josep M. Vilajosana,https://scholar.google.com//citations?user=OPDU048AAAAJ&hl=en,281,212,3,,,False,0.0
21117,4,3,2,2,University of Jordan,Towfic Shomar,https://scholar.google.com//citations?user=c1UmhawAAAAJ&hl=en,281,109,3,,,False,0.0
21118,9,8,8,7,,Muhyar Fanani,https://scholar.google.com//citations?user=7s2yfoIAAAAJ&hl=en,276,215,3,,,False,0.0
21119,7,6,6,5,,Mario A. G. Porta,https://scholar.google.com//citations?user=-0rVoJYAAAAJ&hl=en,278,170,3,,,False,0.0
21120,8,5,5,3,Nicolaus Copernicus University,Ewa Bińczyk,https://scholar.google.com//citations?user=UlgFNkcAAAAJ&hl=en,277,200,3,,,False,0.0
21121,9,6,7,2,University of Saskatchewan,Peter Alward,https://scholar.google.com//citations?user=4o53tnMAAAAJ&hl=en,277,91,3,,,True,4393.0
21122,10,9,12,9,,Tommy Jermaine Curry,https://scholar.google.com//citations?user=yS4SGK8AAAAJ&hl=en,278,238,3,,,False,0.0
21123,10,9,12,9,University of Pavia,Emanuela Ceva,https://scholar.google.com//citations?user=Fg9yPkYAAAAJ&hl=en,278,224,3,,,False,0.0
21124,8,7,6,4,,Marta Olcoń-Kubicka,https://scholar.google.com//citations?user=djYXc5sAAAAJ&hl=en,278,204,3,,,False,0.0
21125,7,6,5,3,University of Sarajevo,Ismail Palić,https://scholar.google.com//citations?user=FMf9eEQAAAAJ&hl=en,278,184,3,,,False,0.0
21126,9,9,8,8,George Mason University,Andrew Peterson,https://scholar.google.com//citations?user=mTy1DEUAAAAJ&hl=en,274,273,3,,,True,1015.0
21127,8,8,6,5,,Bas van der Vossen,https://scholar.google.com//citations?user=JWdtolkAAAAJ&hl=en,276,237,3,,,False,0.0
21128,11,10,12,10,APU,Josh Rasmussen,https://scholar.google.com//citations?user=YbLPFvoAAAAJ&hl=en,270,238,3,,,False,0.0
21129,9,8,7,4,Åbo Akademi University,Kalle Pihlainen,https://scholar.google.com//citations?user=MbjuBYYAAAAJ&hl=en,274,190,3,,,False,0.0
21130,9,6,6,3,,Anthony F. Peressini,https://scholar.google.com//citations?user=muD9z5QAAAAJ&hl=en,270,100,3,,,False,0.0
21131,8,7,6,5,Federation University,Jane Mummery,https://scholar.google.com//citations?user=shxIlDMAAAAJ&hl=en,268,197,3,,,False,0.0
21132,8,6,7,3,,Adnan Aslan,https://scholar.google.com//citations?user=QpwzQxAAAAAJ&hl=en,268,158,3,,,False,0.0
21133,5,5,4,4,Newcastle University,Michael Lewis,https://scholar.google.com//citations?user=7-xqLdEAAAAJ&hl=en,272,206,3,,,True,20556.0
21134,9,7,9,5,Occidental College,Saul Traiger,https://scholar.google.com//citations?user=dM1QR2EAAAAJ&hl=en,271,117,3,,,False,0.0
21135,9,9,8,8,University of North Florida,Jon Matheson,https://scholar.google.com//citations?user=4FgiyRwAAAAJ&hl=en,271,252,3,,,False,0.0
21136,9,9,8,8,,Christopher Evan Franklin,https://scholar.google.com//citations?user=6vZ1l8kAAAAJ&hl=en,267,240,3,,,False,0.0
21137,6,4,3,3,,Christine Sorrell Dinkins,https://scholar.google.com//citations?user=lgaGs7AAAAAJ&hl=en,265,109,3,,,False,0.0
21138,10,8,11,5,,Alexandre Lefebvre,https://scholar.google.com//citations?user=VtUCQH8AAAAJ&hl=en,267,187,3,,,False,0.0
21139,8,6,5,4,St. Olaf College,Jeanine Grenberg,https://scholar.google.com//citations?user=SwZAEQgAAAAJ&hl=en,266,199,3,,,False,0.0
21140,10,7,10,0,University of Detroit Mercy,Gail M. Presbey,https://scholar.google.com//citations?user=DQ8htvAAAAAJ&hl=en,266,103,3,,,False,0.0
21141,7,6,6,5,Boston College,Marina McCoy,https://scholar.google.com//citations?user=mO9PUZAAAAAJ&hl=en,268,200,3,,,False,0.0
21142,10,9,11,9,UC Irvine,JB Manchak,https://scholar.google.com//citations?user=dmsB0DwAAAAJ&hl=en,266,201,3,,,False,0.0
21143,8,8,8,8,Claremont McKenna College,James Kreines,https://scholar.google.com//citations?user=JJub2NYAAAAJ&hl=en,264,218,3,,,False,0.0
21144,7,7,7,6,,Dr. Dinesh M Morkhade,https://scholar.google.com//citations?user=ytWK2ykAAAAJ&hl=en,260,153,3,,,False,0.0
21145,9,8,8,6,,jan hoogland,https://scholar.google.com//citations?user=Xw5t15UAAAAJ&hl=en,277,167,3,,,False,0.0
21146,8,5,7,1,University of Sarajevo,Herta Kuna,https://scholar.google.com//citations?user=fbA0Et0AAAAJ&hl=en,262,81,3,,,False,0.0
21147,7,6,5,4,University of Virginia,Antonia LoLordo,https://scholar.google.com//citations?user=P5zFr3wAAAAJ&hl=en,261,188,3,,,False,0.0
21148,9,6,7,3,Marquette University,James B. South,https://scholar.google.com//citations?user=iyP_fq8AAAAJ&hl=en,260,143,3,,,False,0.0
21149,10,9,11,8,University of Houston,Christy Mag Uidhir,https://scholar.google.com//citations?user=3gYWIyMAAAAJ&hl=en,260,212,3,,,False,0.0
21150,9,8,9,7,San Francisco State University,Carlos Montemayor,https://scholar.google.com//citations?user=iYHQV6UAAAAJ&hl=en,263,246,3,,,True,2870.0
21151,8,7,6,5,University of Alabama,Adam Arico,https://scholar.google.com//citations?user=7SJ3AusAAAAJ&hl=en,259,193,3,,,False,0.0
21152,9,8,8,6,UNIST,Seungbae Park,https://scholar.google.com//citations?user=b5QepWkAAAAJ&hl=en,257,245,3,,,False,0.0
21153,5,5,4,4,Universidad Autónoma de Querétaro,Stefan Gandler,https://scholar.google.com//citations?user=05anRSkAAAAJ&hl=en,259,172,3,,,True,28802.0
21154,8,8,5,5,,salman toyin,https://scholar.google.com//citations?user=_1Wf2KMAAAAJ&hl=en,255,184,3,,,False,0.0
21155,8,7,8,4,University of Illinois at Urbana-Champaign,Jon Waskan,https://scholar.google.com//citations?user=N9qKtKUAAAAJ&hl=en,254,155,3,,,False,0.0
21156,6,5,4,3,Nicolaus Copernicus University,Derra Aleksandra,https://scholar.google.com//citations?user=qoDWsrUAAAAJ&hl=en,259,207,3,,,False,0.0
21157,8,8,7,3,,Vitaly Ogleznev,https://scholar.google.com//citations?user=dyDHxnkAAAAJ&hl=en,257,222,3,,,False,0.0
21158,6,5,5,5,,Lauri Jarvilehto,https://scholar.google.com//citations?user=ia6x3p8AAAAJ&hl=en,257,256,3,,,False,0.0
21159,8,8,7,7,Yale University,Daniel Greco,https://scholar.google.com//citations?user=uv52Q30AAAAJ&hl=en,255,252,3,,,False,0.0
21160,8,5,7,4,Duquesne University,Jay Lampert,https://scholar.google.com//citations?user=_jEZB1UAAAAJ&hl=en,253,131,3,,,False,0.0
21161,8,6,6,3,Creighton University,William O. Stephens,https://scholar.google.com//citations?user=4_0UIX8AAAAJ&hl=en,252,146,3,,,True,3934.0
21162,5,3,2,2,Universidade Federal do Paraná,Vinicius Berlendis de Figueiredo,https://scholar.google.com//citations?user=NMJHMx8AAAAJ&hl=en,252,120,3,,,False,0.0
